88	46	0
88	46	0
88	46	0
88	46	0
88	47	0
88	47	0
88	47	0
88	47	0
88	48	0
89	48	0
89	48	0
89	48	0
90	49	0
90	49	0
90	49	0
90	49	0
91	50	0
91	50	0
91	50	0
91	50	0
91	51	0
91	51	0
92	51	0
92	51	0
92	52	0
92	52	0
93	52	0
93	52	0
94	53	0
94	53	0
95	53	0
96	53	0
97	54	0
97	54	0
97	54	0
97	54	0
97	55	0
98	55	0
98	55	0
98	55	0
98	56	0
98	56	0
98	56	0
98	56	0
99	57	0
99	57	0
99	57	0
99	57	0
100	58	0
100	58	0
100	58	0
100	58	0
100	59	0
100	59	0
100	59	0
101	59	0
101	60	0
101	60	0
101	60	0
102	60	0
102	61	0
103	61	0
103	61	0
104	61	0
104	62	0
104	62	0
105	62	0
106	62	0
106	63	0
106	63	0
107	63	0
108	63	0
109	64	0
110	64	0
110	64	0
110	64	0
110	65	0
111	65	0
112	65	0
112	65	0
112	66	0
112	66	0
113	66	0
114	66	0
114	67	0
114	67	0
115	67	0
116	67	0
117	68	0
118	68	0
118	68	0
118	68	0
118	69	0
118	69	0
119	69	0
120	69	0
120	70	0
121	70	0
121	70	0
121	70	0
122	71	0
123	71	0
123	71	0
123	71	0
123	72	0
124	72	0
125	72	0
125	72	0
125	73	0
125	73	0
126	73	0
127	73	0
128	74	0
128	74	0
128	74	0
128	74	0
129	75	0
130	75	0
130	75	0
130	75	0
131	76	0
131	76	0
132	76	0
132	76	0
132	77	0
132	77	0
133	77	0
134	77	0
135	78	0
136	78	0
136	78	0
136	78	0
136	79	0
137	79	0
137	79	0
137	79	0
137	80	0
138	80	0
138	80	0
139	80	0
139	81	0
139	81	0
140	81	0
141	81	0
142	82	0
143	82	0
143	82	0
143	82	0
144	83	0
144	83	0
144	83	0
144	83	0
145	84	0
145	84	0
145	84	0
146	84	0
146	85	0
146	85	0
147	85	0
148	85	0
149	86	0
150	86	0
150	86	0
150	86	0
151	87	0
152	87	0
152	87	0
152	87	0
153	88	0
153	88	0
154	88	0
154	88	0
154	89	0
155	89	0
156	89	0
156	89	0
157	90	0
157	90	0
157	90	0
158	90	0
159	91	0
159	91	0
160	91	0
160	91	0
160	92	0
161	92	0
162	92	0
162	92	0
163	93	0
163	93	0
164	93	0
164	93	0
164	94	0
164	94	0
165	94	0
166	94	0
167	95	0
168	95	0
168	95	0
168	95	0
169	96	0
170	96	0
170	96	0
170	96	0
171	97	0
171	97	0
171	97	0
172	97	0
172	98	0
173	98	0
173	98	0
174	98	0
175	99	0
175	99	0
175	99	0
176	99	0
177	100	0
177	100	0
178	100	0
178	100	0
178	101	0
179	101	0
179	101	0
180	101	0
181	102	0
181	102	0
181	102	0
182	102	0
182	103	0
183	103	0
184	103	0
185	103	0
185	104	0
186	104	0
186	104	0
186	104	0
186	105	0
187	105	0
187	105	0
187	105	0
187	106	0
188	106	0
188	106	0
188	106	0
188	107	0
188	107	0
188	107	0
188	107	0
189	108	0
189	108	0
189	108	0
189	108	0
189	109	0
189	109	0
190	109	0
190	109	0
190	110	0
190	110	0
191	110	0
191	110	0
191	111	0
192	111	0
193	111	0
194	111	0
194	112	0
195	112	0
195	112	0
195	112	0
195	113	0
196	113	0
196	113	0
196	113	0
196	114	0
197	114	0
197	114	0
197	114	0
198	115	0
198	115	0
198	115	0
198	115	0
198	116	0
198	116	0
198	116	0
198	116	0
198	117	0
198	117	0
198	117	0
199	117	0
199	118	0
199	118	0
199	118	0
200	118	0
201	119	0
201	119	0
201	119	0
201	119	0
202	120	0
202	120	0
202	120	0
202	120	0
202	121	0
202	121	0
202	121	0
203	121	0
203	122	0
203	122	0
204	122	0
204	122	0
204	123	0
204	123	0
205	123	0
205	123	0
205	124	0
205	124	0
206	124	0
206	124	0
207	125	0
208	125	0
209	125	0
209	125	0
209	126	0
210	126	0
210	126	0
210	126	0
210	127	0
211	127	0
211	127	0
211	127	0
211	128	0
211	128	0
211	128	0
212	128	0
212	129	0
212	129	0
213	129	0
213	129	0
213	130	0
213	130	0
214	130	0
214	130	0
214	131	0
214	131	0
215	131	0
215	131	0
216	132	0
217	132	0
218	132	0
218	132	0
219	133	0
219	133	0
219	133	0
219	133	0
220	134	0
220	134	0
220	134	0
220	134	0
220	135	0
220	135	0
220	135	0
221	135	0
221	136	0
221	136	0
221	136	0
222	136	0
222	137	0
222	137	0
223	137	0
223	137	0
223	138	0
223	138	0
223	138	0
224	138	0
225	139	0
226	139	0
226	139	0
227	139	0
227	140	0
228	140	0
228	140	0
228	140	0
228	141	0
229	141	0
229	141	0
229	141	0
229	142	0
229	142	0
229	142	0
230	142	0
230	143	0
230	143	0
230	143	0
231	143	0
231	144	0
231	144	0
232	144	0
232	144	0
232	145	0
232	145	0
232	145	0
233	145	0
234	146	0
235	146	0
235	146	0
236	146	0
236	147	0
237	147	0
237	147	0
237	147	0
237	148	0
238	148	0
238	148	0
238	148	0
238	149	0
238	149	0
238	149	0
239	149	0
239	150	0
239	150	0
239	150	0
240	150	0
240	151	0
240	151	0
241	151	0
241	151	0
241	152	0
241	152	0
242	152	0
242	152	0
242	153	0
242	153	0
243	153	0
243	153	0
244	154	0
245	154	0
246	154	0
246	154	0
246	155	0
246	155	0
247	155	0
247	155	0
248	156	0
249	156	0
250	156	0
250	156	0
250	157	0
250	157	0
250	157	0
251	157	0
252	158	0
252	158	0
252	158	0
253	158	0
253	159	0
253	159	0
254	159	0
254	159	0
255	160	0
256	160	0
256	160	0
256	160	0
256	161	0
257	161	0
258	161	0
259	161	0
259	162	0
260	162	0
260	162	0
260	162	0
261	163	0
261	163	0
261	163	0
262	163	0
263	164	0
263	164	0
263	164	0
263	164	0
263	165	0
264	165	0
264	165	0
264	165	0
264	166	0
265	166	0
265	166	0
265	166	0
265	167	0
265	167	0
265	167	0
266	167	0
266	168	0
266	168	0
266	168	0
267	168	0
267	169	0
267	169	0
268	169	0
268	169	0
268	170	0
268	170	0
269	170	0
269	170	0
269	171	0
269	171	0
269	171	0
270	171	0
271	172	0
272	172	0
272	172	0
273	172	0
273	173	0
273	173	0
273	173	0
274	173	0
275	174	0
276	174	0
276	174	0
277	174	0
277	175	0
277	175	0
277	175	0
278	175	0
279	176	0
280	176	0
280	176	0
280	176	0
280	177	0
280	177	0
281	177	0
281	177	0
282	178	0
282	178	0
283	178	0
283	178	0
283	179	0
284	179	0
285	179	0
286	179	0
286	180	0
287	180	0
287	180	0
287	180	0
288	181	0
288	181	0
289	181	0
289	181	0
290	182	0
290	182	0
290	182	0
290	182	0
290	183	0
290	183	0
291	183	0
292	183	0
293	184	0
294	184	0
294	184	0
294	184	0
295	185	0
296	185	0
296	185	0
296	185	0
296	186	0
297	186	0
298	186	0
298	186	0
298	187	0
299	187	0
299	187	0
300	187	0
300	188	0
301	188	0
301	188	0
301	188	0
302	189	0
302	189	0
303	189	0
303	189	0
303	190	0
304	190	0
305	190	0
305	190	0
306	191	0
306	191	0
307	191	0
307	191	0
307	192	0
307	192	0
308	192	0
309	192	0
310	193	0
311	193	0
311	193	0
311	193	0
312	194	0
313	194	0
313	194	0
313	194	0
313	195	0
314	195	0
314	195	0
315	195	0
315	196	0
316	196	0
316	196	0
316	196	0
316	197	0
317	197	0
318	197	0
318	197	0
319	198	0
319	198	0
319	198	0
320	198	0
320	199	0
321	199	0
321	199	0
322	199	0
323	200	0
323	200	0
323	200	0
324	200	0
325	201	0
325	201	0
325	201	0
326	201	0
327	202	0
327	202	0
327	202	0
327	202	0
328	203	0
328	203	0
328	203	0
329	203	0
329	204	0
330	204	0
331	204	0
331	204	0
332	205	0
332	205	0
333	205	0
333	205	0
334	206	0
334	206	0
335	206	0
335	206	0
335	207	0
335	207	0
336	207	0
337	207	0
337	208	0
337	208	0
338	208	0
339	208	0
340	209	0
341	209	0
341	209	0
341	209	0
341	210	0
342	210	0
342	210	0
343	210	0
343	211	0
344	211	0
344	211	0
344	211	0
344	212	0
345	212	0
345	212	0
346	212	0
346	213	0
347	213	0
348	213	0
348	213	0
349	214	0
349	214	0
350	214	0
350	214	0
350	215	0
351	215	0
352	215	0
352	215	0
352	216	0
352	216	0
353	216	0
354	216	0
354	217	0
354	217	0
355	217	0
356	217	0
